,id,day,name,a_code,h_code,a_price,h_price,a_quote_change,h_quote_change,h_a_comp
1464,421511,2020-06-05,万科A,000002.XSHE,02202,26.41,26.5,-1.1972,-1.3,1.0875
1465,421621,2020-06-08,万科A,000002.XSHE,02202,26.6,26.1,0.7194,-1.51,1.1199
1466,421701,2020-06-09,万科A,000002.XSHE,02202,26.44,26.35,-0.6015,0.96,1.1015
1467,421820,2020-06-10,万科A,000002.XSHE,02202,26.18,26.2,-0.9834,-0.57,1.0958
1468,421984,2020-06-11,万科A,000002.XSHE,02202,25.9,25.3,-1.0695,-3.44,1.1246
1469,422072,2020-06-12,万科A,000002.XSHE,02202,25.71,25.0,-0.7336,-1.19,1.1291
1470,422202,2020-06-15,万科A,000002.XSHE,02202,25.6,24.4,-0.4278,-2.4,1.1489
1471,422282,2020-06-16,万科A,000002.XSHE,02202,25.82,24.85,0.8594,1.84,1.1375
1472,422383,2020-06-17,万科A,000002.XSHE,02202,25.68,25.05,-0.5422,0.8,1.1228
1473,422532,2020-06-18,万科A,000002.XSHE,02202,25.89,25.1,0.8178,0.2,1.1295
1474,422621,2020-06-19,万科A,000002.XSHE,02202,25.95,25.5,0.2317,1.59,1.1138
1475,422820,2020-06-22,万科A,000002.XSHE,02202,25.69,24.65,-1.0019,-3.33,1.1436
1476,422859,2020-06-23,万科A,000002.XSHE,02202,25.55,24.8,-0.545,0.61,1.131
1477,423002,2020-06-24,万科A,000002.XSHE,02202,26.4,24.65,3.3268,-0.6,1.1779
1478,423119,2020-06-29,万科A,000002.XSHE,02202,25.92,24.45,-1.8182,-0.2,1.1628
1479,423256,2020-06-30,万科A,000002.XSHE,02202,26.14,24.5,0.8488,0.2,1.1693
1480,423377,2020-07-01,万科A,000002.XSHE,02202,28.09,24.5,7.4598,0.2,1.2592
1481,423452,2020-07-02,万科A,000002.XSHE,02202,28.39,26.35,1.068,7.55,1.1824
1482,423609,2020-07-03,万科A,000002.XSHE,02202,28.65,26.95,0.9158,2.28,1.1674
1483,423724,2020-07-06,万科A,000002.XSHE,02202,31.02,29.05,8.2723,7.79,1.1724
1484,423877,2020-07-07,万科A,000002.XSHE,02202,30.3,28.25,-2.3211,-2.75,1.1858
1485,424014,2020-07-08,万科A,000002.XSHE,02202,30.4,28.35,0.33,0.35,1.1861
1486,424082,2020-07-09,万科A,000002.XSHE,02202,30.63,28.85,0.7566,1.76,1.1761
1487,424252,2020-07-10,万科A,000002.XSHE,02202,29.17,27.6,-4.7666,-4.33,1.1725
1488,424371,2020-07-13,万科A,000002.XSHE,02202,29.2,27.6,0.1028,0.0,1.1817
1489,424478,2020-07-14,万科A,000002.XSHE,02202,28.94,27.05,-0.8904,-1.99,1.186
1490,424567,2020-07-15,万科A,000002.XSHE,02202,28.28,26.95,-2.2806,-0.37,1.1622
1491,424673,2020-07-16,万科A,000002.XSHE,02202,27.54,25.6,-2.6167,-5.01,1.1948
1492,424879,2020-07-17,万科A,000002.XSHE,02202,27.23,25.15,-1.1256,-1.76,1.2027
1493,424944,2020-07-20,万科A,000002.XSHE,02202,28.3,26.05,3.9295,3.58,1.2079
1494,425089,2020-07-21,万科A,000002.XSHE,02202,28.01,25.9,-1.0247,-0.58,1.202
1495,425210,2020-07-22,万科A,000002.XSHE,02202,27.88,25.55,-0.4641,-1.35,1.2123
1496,425309,2020-07-23,万科A,000002.XSHE,02202,27.52,25.75,-1.2912,0.78,1.1846
1497,425445,2020-07-24,万科A,000002.XSHE,02202,27.03,25.1,-1.7805,-2.52,1.1929
1498,425611,2020-07-27,万科A,000002.XSHE,02202,26.68,24.65,-1.2949,-1.79,1.1968
1499,425739,2020-07-28,万科A,000002.XSHE,02202,26.87,24.4,0.7121,-1.01,1.222
1500,425801,2020-07-29,万科A,000002.XSHE,02202,27.11,24.8,0.8932,1.64,1.2115
1501,425954,2020-07-30,万科A,000002.XSHE,02202,26.88,24.65,-0.8484,-0.6,1.2085
1502,426100,2020-07-31,万科A,000002.XSHE,02202,26.84,24.4,-0.1488,-1.01,1.2178
1503,426220,2020-08-03,万科A,000002.XSHE,02202,27.28,24.45,1.6393,0.2,1.2404
1504,426286,2020-08-04,万科A,000002.XSHE,02202,27.74,25.0,1.6862,2.25,1.2335
1505,426476,2020-08-05,万科A,000002.XSHE,02202,27.35,24.8,-1.4059,-0.8,1.2277
1506,426534,2020-08-06,万科A,000002.XSHE,02202,27.38,25.1,0.1097,1.21,1.2202
1507,426714,2020-08-07,万科A,000002.XSHE,02202,27.03,24.6,-1.2783,-1.99,1.2265
1508,426773,2020-08-10,万科A,000002.XSHE,02202,27.81,24.9,2.8857,1.22,1.2432
1509,426910,2020-08-11,万科A,000002.XSHE,02202,27.88,25.15,0.2517,1.0,1.2351
1510,427011,2020-08-12,万科A,000002.XSHE,02202,28.71,25.75,2.977,2.39,1.2452
1511,427181,2020-08-13,万科A,000002.XSHE,02202,28.6,25.85,-0.3831,0.39,1.2378
1512,427298,2020-08-14,万科A,000002.XSHE,02202,27.68,26.0,0.3626,0.58,1.1892
1513,427469,2020-08-17,万科A,000002.XSHE,02202,28.21,26.2,1.9147,0.77,1.2032
1514,427580,2020-08-18,万科A,000002.XSHE,02202,27.7,26.05,-1.8079,-0.57,1.19
1515,427682,2020-08-19,万科A,000002.XSHE,02202,27.44,25.95,-0.9386,-0.38,1.186
1516,427857,2020-08-20,万科A,000002.XSHE,02202,27.48,25.45,0.1458,-1.93,1.21
1517,427914,2020-08-21,万科A,000002.XSHE,02202,27.36,25.7,-0.4367,0.98,1.1948
1518,428102,2020-08-24,万科A,000002.XSHE,02202,27.13,25.5,-0.8406,-0.78,1.1932
1519,428227,2020-08-25,万科A,000002.XSHE,02202,27.19,25.3,0.2212,-0.78,1.2053
1520,428275,2020-08-26,万科A,000002.XSHE,02202,27.08,25.4,-0.4046,0.4,1.1963
1521,428502,2020-08-27,万科A,000002.XSHE,02202,26.95,24.65,-0.4801,-2.95,1.2321
1522,428545,2020-08-28,万科A,000002.XSHE,02202,27.57,24.85,2.3006,0.81,1.2486
1523,428740,2020-08-31,万科A,000002.XSHE,02202,27.27,24.1,-1.0881,-3.02,1.2806
1524,428857,2020-09-01,万科A,000002.XSHE,02202,27.22,23.9,-0.1834,-0.83,1.2904
1525,428909,2020-09-02,万科A,000002.XSHE,02202,27.52,24.1,1.1021,0.84,1.2976
1526,429057,2020-09-03,万科A,000002.XSHE,02202,27.81,24.25,1.0538,0.62,1.3013
1527,429165,2020-09-04,万科A,000002.XSHE,02202,28.07,24.35,0.9349,0.41,1.3063
1528,429290,2020-09-07,万科A,000002.XSHE,02202,28.43,24.55,1.2825,0.82,1.3127
1529,429489,2020-09-08,万科A,000002.XSHE,02202,28.3,24.5,-0.4573,-0.2,1.3126
1530,429544,2020-09-09,万科A,000002.XSHE,02202,27.98,24.75,-1.1307,1.02,1.2816
1531,429670,2020-09-10,万科A,000002.XSHE,02202,28.46,24.85,1.7155,0.4,1.3005
1532,429886,2020-09-11,万科A,000002.XSHE,02202,28.0,24.55,-1.6163,-1.21,1.2949
1533,430024,2020-09-14,万科A,000002.XSHE,02202,27.7,24.05,-1.0714,-2.04,1.307
1534,430065,2020-09-15,万科A,000002.XSHE,02202,27.87,24.25,0.6137,0.83,1.3095
1535,430165,2020-09-16,万科A,000002.XSHE,02202,28.19,24.8,1.1482,2.27,1.3004
1536,430322,2020-09-17,万科A,000002.XSHE,02202,28.06,24.85,-0.4612,0.2,1.2969
1537,430446,2020-09-18,万科A,000002.XSHE,02202,29.3,25.35,4.4191,2.01,1.3252
1538,430632,2020-09-21,万科A,000002.XSHE,02202,29.14,24.65,-0.5461,-2.76,1.356
1539,430708,2020-09-22,万科A,000002.XSHE,02202,28.96,24.5,-0.6177,-0.61,1.3478
1540,430882,2020-09-23,万科A,000002.XSHE,02202,28.7,24.1,-0.8978,-1.63,1.3631
1541,430974,2020-09-24,万科A,000002.XSHE,02202,28.1,23.7,-2.0906,-1.66,1.3513
1542,431160,2020-09-25,万科A,000002.XSHE,02202,27.62,23.0,-1.7082,-2.95,1.3663
1543,431184,2020-09-28,万科A,000002.XSHE,02202,28.4,23.85,2.824,3.7,1.3545
1544,431393,2020-09-29,万科A,000002.XSHE,02202,28.29,23.45,-0.3873,-1.68,1.3744
1545,431461,2020-09-30,万科A,000002.XSHE,02202,28.02,23.65,-0.9544,0.85,1.3486
1546,431588,2020-10-09,万科A,000002.XSHE,02202,28.03,23.85,0.0357,0.85,1.3431
1547,431766,2020-10-12,万科A,000002.XSHE,02202,28.31,24.0,0.9989,0.63,1.3661
1548,431893,2020-10-13,万科A,000002.XSHE,02202,27.99,24.0,-1.1303,0.63,1.3417
1549,432008,2020-10-14,万科A,000002.XSHE,02202,27.78,23.7,-0.7503,-1.25,1.3481
1550,432134,2020-10-15,万科A,000002.XSHE,02202,27.7,23.45,-0.288,-1.05,1.365
1551,432209,2020-10-16,万科A,000002.XSHE,02202,27.86,24.1,0.5776,2.77,1.3339
1552,432388,2020-10-19,万科A,000002.XSHE,02202,27.74,24.05,-0.4307,-0.21,1.3359
1553,432495,2020-10-20,万科A,000002.XSHE,02202,27.48,24.1,-0.9373,0.21,1.324
1554,432636,2020-10-21,万科A,000002.XSHE,02202,27.63,24.1,0.5459,0.0,1.3327
1555,432709,2020-10-22,万科A,000002.XSHE,02202,27.99,24.55,1.3029,1.87,1.33
1556,432866,2020-10-23,万科A,000002.XSHE,02202,27.88,24.95,-0.393,1.63,1.2966
1557,432993,2020-10-26,万科A,000002.XSHE,02202,28.0,24.95,0.4304,1.63,1.3008
1558,433168,2020-10-27,万科A,000002.XSHE,02202,27.47,24.2,-1.8929,-3.01,1.3128
1559,433268,2020-10-28,万科A,000002.XSHE,02202,26.92,23.9,-2.0022,-1.24,1.3041
1560,433405,2020-10-29,万科A,000002.XSHE,02202,27.38,23.75,1.7088,-0.63,1.3294
1561,433472,2020-10-30,万科A,000002.XSHE,02202,27.55,24.0,0.6209,1.05,1.3271
1562,433626,2020-11-02,万科A,000002.XSHE,02202,27.95,24.5,1.4519,2.08,1.3224
1563,433767,2020-11-03,万科A,000002.XSHE,02202,28.03,24.9,0.2862,1.63,1.3057
1564,433879,2020-11-04,万科A,000002.XSHE,02202,28.16,24.95,0.4638,0.2,1.3125
1565,433974,2020-11-05,万科A,000002.XSHE,02202,29.25,26.7,3.8707,7.01,1.2782
1566,434107,2020-11-06,万科A,000002.XSHE,02202,29.46,27.45,0.7179,2.81,1.2614
1567,434411,2020-11-09,万科A,000002.XSHE,02202,29.57,27.2,0.3734,-0.91,1.2785
1568,434444,2020-11-10,万科A,000002.XSHE,02202,29.33,27.75,-0.8116,2.02,1.2373
1569,434556,2020-11-11,万科A,000002.XSHE,02202,29.77,28.9,1.5002,4.14,1.209
1570,434781,2020-11-12,万科A,000002.XSHE,02202,29.76,28.15,-0.0336,-2.6,1.2379
1571,434867,2020-11-13,万科A,000002.XSHE,02202,29.05,27.65,-2.3858,-1.78,1.2333
1572,435043,2020-11-16,万科A,000002.XSHE,02202,29.2,27.3,0.5164,-1.27,1.2581
1573,435063,2020-11-17,万科A,000002.XSHE,02202,29.95,28.4,2.5685,4.03,1.2434
1574,435215,2020-11-18,万科A,000002.XSHE,02202,30.76,28.95,2.7045,1.94,1.2581
1575,435345,2020-11-19,万科A,000002.XSHE,02202,30.91,29.05,0.4876,0.35,1.2587
1576,435502,2020-11-20,万科A,000002.XSHE,02202,30.87,29.0,-0.1294,-0.17,1.2551
1577,435683,2020-11-23,万科A,000002.XSHE,02202,31.04,28.55,0.5507,-1.55,1.2871
1578,435745,2020-11-24,万科A,000002.XSHE,02202,30.85,28.55,-0.6121,0.0,1.2731
1579,447251,2020-11-25,万科A,000002.XSHE,02202,30.8,28.7,-0.1621,0.53,1.2637
1580,451243,2020-11-26,万科A,000002.XSHE,02202,30.94,28.9,0.4545,0.7,1.263
1581,451330,2020-11-27,万科A,000002.XSHE,02202,31.61,29.7,2.1655,2.77,1.2565
1582,451495,2020-11-30,万科A,000002.XSHE,02202,30.7,29.45,-2.8788,-0.84,1.2308
1583,451693,2020-12-01,万科A,000002.XSHE,02202,30.75,28.55,0.1629,-3.06,1.271
1584,451722,2020-12-02,万科A,000002.XSHE,02202,31.13,28.9,1.2358,1.23,1.2721
1585,451930,2020-12-03,万科A,000002.XSHE,02202,30.9,28.3,-0.7388,-2.08,1.2914
1586,452072,2020-12-04,万科A,000002.XSHE,02202,30.0,27.55,-2.9126,-2.65,1.2916
1587,452168,2020-12-07,万科A,000002.XSHE,02202,29.41,27.0,-1.9667,-2.0,1.2941
1588,452311,2020-12-08,万科A,000002.XSHE,02202,29.18,26.4,-0.782,-2.22,1.3138
1589,452367,2020-12-09,万科A,000002.XSHE,02202,28.66,26.5,-1.782,0.38,1.2848
1590,452562,2020-12-10,万科A,000002.XSHE,02202,28.58,26.1,-0.2791,-1.51,1.2989
1591,452658,2020-12-11,万科A,000002.XSHE,02202,28.46,26.0,-0.4199,-0.38,1.298
1592,452747,2020-12-14,万科A,000002.XSHE,02202,28.92,26.4,1.6163,1.54,1.2988
1593,452890,2020-12-15,万科A,000002.XSHE,02202,28.55,26.4,-1.2794,0.0,1.2814
1594,453069,2020-12-16,万科A,000002.XSHE,02202,28.6,26.25,0.1751,-0.57,1.2931
1595,453143,2020-12-17,万科A,000002.XSHE,02202,28.84,26.65,0.8392,1.52,1.2859
1596,453331,2020-12-18,万科A,000002.XSHE,02202,28.5,26.35,-1.1789,-1.13,1.285
1597,453481,2020-12-21,万科A,000002.XSHE,02202,28.17,25.45,-1.1579,-3.42,1.3142
1598,453505,2020-12-22,万科A,000002.XSHE,02202,28.05,25.45,-0.426,0.0,1.3062
1599,453668,2020-12-23,万科A,000002.XSHE,02202,27.83,25.5,-0.7843,0.2,1.2946
1600,453818,2020-12-24,万科A,000002.XSHE,02202,27.94,25.55,0.3953,0.2,1.2978
1601,453947,2020-12-25,万科A,000002.XSHE,02202,28.1,25.55,0.5727,0.2,1.3075
1602,454068,2020-12-28,万科A,000002.XSHE,02202,28.42,25.75,1.1388,0.78,1.3121
1603,454146,2020-12-29,万科A,000002.XSHE,02202,28.52,26.4,0.3519,2.52,1.2831
1604,454353,2020-12-30,万科A,000002.XSHE,02202,28.38,26.4,-0.4909,0.0,1.278
1605,454439,2020-12-31,万科A,000002.XSHE,02202,28.7,26.75,1.1276,1.33,1.2767
1606,454642,2021-01-04,万科A,000002.XSHE,02202,27.78,25.95,-3.2056,-2.99,1.2732
1607,454839,2021-01-05,万科A,000002.XSHE,02202,27.91,26.0,0.468,0.19,1.2898
1608,454967,2021-01-06,万科A,000002.XSHE,02202,28.75,26.3,3.0097,1.15,1.3145
1609,455090,2021-01-07,万科A,000002.XSHE,02202,28.79,26.3,0.1391,0.0,1.3148
1610,455190,2021-01-08,万科A,000002.XSHE,02202,29.34,26.9,1.9104,2.28,1.3074
1611,455299,2021-01-11,万科A,000002.XSHE,02202,29.78,28.35,1.4997,5.39,1.2627
1612,455494,2021-01-12,万科A,000002.XSHE,02202,29.7,28.6,-0.2686,0.88,1.2443
1613,455572,2021-01-13,万科A,000002.XSHE,02202,29.9,29.8,0.6734,4.2,1.2053
1614,455711,2021-01-14,万科A,000002.XSHE,02202,29.99,30.0,0.301,0.67,1.1998
1615,455919,2021-01-15,万科A,000002.XSHE,02202,29.95,29.25,-0.1334,-2.5,1.2276
1616,455951,2021-01-18,万科A,000002.XSHE,02202,31.26,31.15,4.374,6.5,1.2046
1617,456125,2021-01-19,万科A,000002.XSHE,02202,31.28,31.75,0.064,1.93,1.178
1618,456314,2021-01-20,万科A,000002.XSHE,02202,30.5,31.3,-2.4936,-1.42,1.1675
1619,456437,2021-01-21,万科A,000002.XSHE,02202,30.1,30.7,-1.3115,-1.92,1.1769
1620,456642,2021-01-22,万科A,000002.XSHE,02202,29.26,29.55,-2.7907,-3.75,1.1894
1621,458050,2021-01-25,万科A,000002.XSHE,02202,29.36,29.4,0.3418,-0.51,1.1958
1622,459417,2021-01-26,万科A,000002.XSHE,02202,29.7,29.85,1.158,1.53,1.1918
1623,584510,2021-01-27,万科A,000002.XSHE,02202,29.4,29.45,-1.0101,-1.34,1.1986
1624,584952,2021-01-28,万科A,000002.XSHE,02202,28.43,28.5,-3.3,-3.23,1.19
1625,702122,2021-01-29,万科A,000002.XSHE,02202,27.79,27.85,-2.25,-2.28,1.2
1626,702252,2021-02-01,万科A,000002.XSHE,02202,28.07,28.15,1.01,1.08,1.2
1627,702382,2021-02-02,万科A,000002.XSHE,02202,28.34,28.6,0.96,1.6,1.19
1628,702512,2021-02-03,万科A,000002.XSHE,02202,27.92,28.45,-1.48,-0.52,1.18
1629,702642,2021-02-04,万科A,000002.XSHE,02202,27.89,28.2,-0.11,-0.88,1.19
1630,702772,2021-02-05,万科A,000002.XSHE,02202,28.88,29.05,3.55,3.01,1.19
1631,702903,2021-02-08,万科A,000002.XSHE,02202,29.13,29.5,0.87,1.55,1.18
1632,703034,2021-02-09,万科A,000002.XSHE,02202,28.75,29.1,-1.3,-1.36,1.19
1633,703165,2021-02-10,万科A,000002.XSHE,02202,28.83,29.5,0.28,1.37,1.18
1634,703296,2021-02-18,万科A,000002.XSHE,02202,30.01,30.5,4.09,2.35,1.18
1635,703427,2021-02-19,万科A,000002.XSHE,02202,29.84,30.75,-0.57,0.82,1.17
1636,703558,2021-02-22,万科A,000002.XSHE,02202,29.73,30.5,-0.37,-0.81,1.17
1637,703689,2021-02-23,万科A,000002.XSHE,02202,30.01,30.5,0.94,0.0,1.18
1638,703820,2021-02-24,万科A,000002.XSHE,02202,29.99,29.9,-0.07,-1.97,1.21
1639,703951,2021-02-25,万科A,000002.XSHE,02202,32.99,33.55,10.0,12.21,1.18
1640,704082,2021-02-26,万科A,000002.XSHE,02202,33.1,32.9,0.33,-1.94,1.21
1641,704214,2021-03-01,万科A,000002.XSHE,02202,33.35,33.1,0.76,0.61,1.21
1642,704346,2021-03-02,万科A,000002.XSHE,02202,33.29,32.95,-0.18,-0.45,1.21
1643,704478,2021-03-03,万科A,000002.XSHE,02202,33.5,33.3,0.63,1.06,1.21
1644,704610,2021-03-04,万科A,000002.XSHE,02202,32.69,32.6,-2.42,-2.1,1.2
1645,704742,2021-03-05,万科A,000002.XSHE,02202,31.54,31.55,-3.52,-3.22,1.2
1646,704874,2021-03-08,万科A,000002.XSHE,02202,31.2,30.7,-1.08,-2.69,1.21
1647,705006,2021-03-09,万科A,000002.XSHE,02202,31.02,30.6,-0.58,-0.33,1.21
1648,705138,2021-03-10,万科A,000002.XSHE,02202,30.69,30.75,-1.06,0.49,1.19
1649,705270,2021-03-11,万科A,000002.XSHE,02202,31.15,30.9,1.5,0.49,1.21
1650,705402,2021-03-12,万科A,000002.XSHE,02202,31.49,31.25,1.09,1.13,1.2
